Grupo;Selección;Dorsal;Posición;Nombre;Equipo;Liga;Nacimiento
D;Francia;6;MC;Eduardo Camavinga;Real Madrid;La Liga;10/11/2002
D;Francia;19;MC;Youssouf Fofana;AS Monaco;Ligue 1;10/01/1999
D;Francia;13;MC;N'Golo Kanté;Al-Ittihad;Saudi Pro League;29/03/1991
D;Francia;14;MC;Adrien Rabiot;Juventus;Serie A;03/04/1995
D;Francia;8;MC;Aurélien Tchouaméni;Real Madrid;La Liga;27/01/2000
D;Francia;18;MC;Warren Zaïre-Emery;Paris Saint-Germain;Ligue 1;08/03/2006
D;Francia;25;DL;Bradley Barcola;Paris Saint-Germain;Ligue 1;02/09/2002
D;Francia;20;DL;Kingsley Coman;Bayern Munich;Bundesliga;13/06/1996
D;Francia;11;DL;Ousmane Dembélé;Paris Saint-Germain;Ligue 1;15/05/1997
D;Francia;9;DL;Olivier Giroud;AC Milan;Serie A;30/09/1986
D;Francia;7;DL;Antoine Griezmann;Atletico Madrid;La Liga;21/03/1991
D;Francia;12;DL;Randal Kolo Muani;Paris Saint-Germain;Ligue 1;05/12/1998
D;Francia;10;DL;Kylian Mbappé;Paris Saint-Germain;Ligue 1;20/12/1998
D;Francia;15;DL;Marcus Thuram;Inter Milan;Serie A;06/08/1997
D;Austria;;PT;Niklas Hedl;SK Rapid Wien;Austrian Bundesliga;17/07/1990
D;Austria;;PT;Tobias Lawal;LASK Linz;Austrian Bundesliga;07/06/2000
D;Austria;;PT;Heinz Lindner;Union Saint-Gilloise;Jupiler Pro League;17/07/1990
D;Austria;;PT;Patrick Pentz;Brøndby IF;Superligaen;02/01/1997
D;Austria;;DF;Flavius Daniliuc;Red Bull Salzburg;Austrian Bundesliga;27/04/2001
D;Austria;;DF;Kevin Danso;Lens;Ligue 1;19/09/1998
D;Austria;;DF;Stefan Lainer;Borussia Mönchengladbach;Bundesliga;27/08/1992
D;Austria;;DF;Philipp Lienhart;SC Freiburg;Bundesliga;11/07/1996
D;Austria;;DF;Philipp Mwene;Mainz 05;Bundesliga;29/01/1994
D;Austria;;DF;Stefan Posch;Bologna;Serie A;14/05/1997
D;Austria;;DF;Leopold Querfeld;SK Rapid Wien;Austrian Bundesliga;20/12/2003
D;Austria;;DF;Gernot Trauner;Feyenoord;Eredivisie;25/03/1992
D;Austria;;DF;Maximilian Wöber;Borussia Mönchengladbach;Bundesliga;04/02/1998
D;Austria;;MC;Thierno Ballo;Wolfsberger;Austrian Bundesliga;02/01/2002
D;Austria;;MC;Christoph Baumgartner;RB Leipzig;Bundesliga;01/08/1999
D;Austria;;MC;Florian Grillitsch;TSG 1899 Hoffenheim;Bundesliga;07/08/1995
D;Austria;;MC;Florian Kainz;FC Köln;Bundesliga;24/10/1992
D;Austria;;MC;Konrad Laimer;Bayern Munich;Bundesliga;27/05/1997
D;Austria;;MC;Alexander Prass;SK Sturm Graz;Austrian Bundesliga;26/05/2001
D;Austria;;MC;Marcel Sabitzer;Borussia Dortmund;Bundesliga;17/03/1994
D;Austria;;MC;Romano Schmid;Werder Bremen;Bundesliga;27/01/2000
D;Austria;;MC;Nicolas Seiweld;RB Leipzig;Bundesliga;04/05/2001
D;Austria;;MC;Matthias Seidl;SK Rapid Wien;Austrian Bundesliga;24/01/2001
D;Austria;;DL;Marko Arnautovi?;Inter Milan;Serie A;19/04/1989
D;Austria;;DL;Maximilian Entrup;TSV Hartberg;Austrian Bundesliga;25/07/1997
D;Austria;;DL;Michael Gregoritsch;Freiburg;Bundesliga;18/04/1994
D;Austria;;DL;Marco Grüll;SK Rapid Wien;Austrian Bundesliga;06/07/1998
D;Austria;;DL;Andreas Weimann;West Bromwich Albion;Championship;05/08/1991
D;Austria;;DL;Patrick Wimmer;Wolfsburg;Bundesliga;30/05/2001
D;Países Bajos;;PT;Justin Bijlow;Feyenoord;Eredivisie;22/01/1998
D;Países Bajos;;PT;Mark Flekken;Brentford;Premier League;13/06/1993
D;Países Bajos;;PT;Bart Verbruggen;Brighton & Hove Albion;Premier League;18/08/2002
D;Países Bajos;;DF;Nathan Aké;Manchester City;Premier League;18/02/1995
D;Países Bajos;;DF;Daley Blind;Girona FC;La Liga;09/03/1990
D;Países Bajos;;DF;Matthijs de Ligt;Bayern Munich;Bundesliga;12/08/1999
D;Países Bajos;;DF;Stefan de Vrij;Inter Milan;Serie A;05/02/1992
D;Países Bajos;;DF;Denzel Dumfries;Inter Milan;Serie A;18/04/1996
D;Países Bajos;;DF;Jeremie Frimpong;Bayer Leverkusen;Bundesliga;10/12/2000
D;Países Bajos;;DF;Lutsharel Geertruida;Feyenoord;Eredivisie;18/07/2000
D;Países Bajos;;DF;Virgil van Dijk;Liverpool;Premier League;08/07/1991
D;Países Bajos;;DF;Micky van de Ven;Tottenham Hotspur;Premier League;19/04/2001
D;Países Bajos;;MC;Frenkie de Jong;Barcelona;La Liga;12/05/1997
D;Países Bajos;;MC;Ryan Gravenberch;Liverpool;Premier League;16/05/2002
D;Países Bajos;;MC;Teun Koopmeiners;Atalanta;Serie A;28/02/1998
D;Países Bajos;;MC;Tijjani Reijnders;AC Milan;Serie A;29/07/1998
D;Países Bajos;;MC;Jerdy Schouten;PSV Eindhoven;Eredivisie;12/01/1997
D;Países Bajos;;MC;Xavi Simons;RB Leipzig;Bundesliga;21/04/2003
D;Países Bajos;;MC;Joey Veerman;PSV Eindhoven;Eredivisie;19/08/1998
D;Países Bajos;;MC;Georginio Wijnaldum;Al-Ettifaq;Saudi Pro League;11/11/1990
D;Países Bajos;;DL;Steven Bergwijn;Ajax;Eredivisie;07/10/1997
D;Países Bajos;;DL;Brian Brobbey;Ajax;Eredivisie;01/02/2002
D;Países Bajos;;DL;Memphis Depay;Atlético Madrid;La Liga;13/02/1994
D;Países Bajos;;DL;Cody Gakpo;Liverpool;Premier League;07/05/1999
D;Países Bajos;;DL;Donyell Malen;Borussia Dortmund;Bundesliga;19/01/1999
D;Países Bajos;;DL;Wout Weghorst;TSG 1899 Hoffenheim;Bundesliga;07/08/1992
D;Polonia;;PT;Marcin Bu?ka;OGC Nice;Ligue 1;04/10/1999
D;Polonia;;PT;?ukasz Skorupski;Bologna;Serie A;05/05/1991
D;Polonia;;PT;Wojciech Szcz?sny;Juventus;Serie A;18/04/1990
D;Polonia;;PT;Mateusz Kochalski;Stal Mielec;Ekstraklasa;25/07/2000
D;Polonia;;DF;Jan Bednarek;Southampton;Championship;12/04/1996
D;Polonia;;DF;Bartosz Bereszy?ski;Empoli;Serie A;12/07/1992
D;Polonia;;DF;Pawe? Bochniewicz;Heerenveen;Eredivisie;30/01/1996
D;Polonia;;DF;Pawe? Dawidowicz;Hellas Verona;Serie A;20/05/1995
D;Polonia;;DF;Jakub Kiwior;Arsenal;Premier League;15/02/2000
D;Polonia;;DF;Tymoteusz Puchacz;Kaiserslautern;2. Bundesliga;23/01/1999
D;Polonia;;DF;Bartosz Salamon;Lech Poznan;Ekstraklasa;01/05/1991
D;Polonia;;DF;Sebastian Walukiewicz;Empoli;Serie A;05/04/2000
D;Polonia;;MC;Przemys?aw Frankowski;Lens;Ligue 1;12/04/1995
D;Polonia;;MC;Kamil Grosicki;Pogon Szczecin;Ekstraklasa;08/06/1988
D;Polonia;;MC;Jakub Moder;Brighton & Hove Albion;Premier League;07/04/1999
D;Polonia;;MC;Jakub Piotrowski;Ludogorets Razgrad;efbet Liga;04/10/1997
D;Polonia;;MC;Taras Romanczuk;Jagiellonia Bia?ystok;Ekstraklasa;14/11/1991
D;Polonia;;MC;Micha? Skóra?;Club Brugge;Jupiler Pro League;15/02/2000
D;Polonia;;MC;Bartosz Slisz;Atlanta United;MLS;29/03/1999
D;Polonia;;MC;Damian Szyma?ski;AEK Athens;Super League Greece;16/06/1995
D;Polonia;;MC;Sebastian Szyma?ski;Fenerbahçe;Süper Lig;10/05/1999
D;Polonia;;MC;Kacper Urba?ski;Bologna;Serie A;07/09/2004
D;Polonia;;MC;Nicola Zalewski;AS Roma;Serie A;23/01/2002
D;Polonia;;MC;Piotr Zieli?ski;Napoli;Serie A;20/05/1994
D;Polonia;;DL;Adam Buksa;Antalyaspor;Süper Lig;12/07/1996
D;Polonia;;DL;Robert Lewandowski;Barcelona;La Liga;21/08/1988
D;Polonia;;DL;Arkadiusz Milik;Juventus;Serie A;28/02/1994
D;Polonia;;DL;Krzysztof Pi?tek;?stanbul Ba?ak?ehir;Süper Lig;01/07/1995
D;Polonia;;DL;Karol ?widerski;Hellas Verona;Serie A;23/01/1997
E;Bélgica;1;PT;Koen Casteels;Wolfsburg;Bundesliga;25/06/1992
E;Bélgica;12;PT;Thomas Kaminski;Luton Town;Premier League;23/10/1992
E;Bélgica;13;PT;Matz Sels;Nottingham Forest;Premier League;26/02/1992
E;Bélgica;21;DF;Timothy Castagne;Fulham;Championship;05/12/1995
E;Bélgica;2;DF;Zeno Debast;Anderlecht;Jupiler Pro League;24/10/2003
E;Bélgica;25;DF;Maxim de Cuyper;Club Brugge;Jupiler Pro League;22/10/2000
E;Bélgica;4;DF;Wout Faes;Leicester City;Championship;03/04/1998
E;Bélgica;15;DF;Thomas Meunier;Trabzonspor;Süper Lig;12/09/1991
E;Bélgica;3;DF;Arthur Theate;Stade Rennais;Ligue 1;25/05/2000
E;Bélgica;5;DF;Jan Vertonghen;Anderlecht;Jupiler Pro League;24/04/1987
E;Bélgica;6;DF;Axel Witsel;Atlético Madrid;La Liga;12/01/1989
E;Bélgica;7;MC;Kevin de Bruyne;Manchester City;Premier League;28/06/1991
E;Bélgica;11;MC;Yannick Carrasco;Al-Shabab;Saudi Pro League;04/09/1993
E;Bélgica;18;MC;Orel Mangala;Olympique Lyonnais;Ligue 1;18/03/1998
E;Bélgica;24;MC;Amadou Onana;Everton;Premier League;16/08/2001
E;Bélgica;8;MC;Youri Tielemans;Aston Villa;Premier League;07/05/1997
E;Bélgica;23;MC;Arthur Vermeeren;Atlético Madrid;La Liga;07/02/2005
E;Bélgica;16;MC;Aster Vranckx;Wolfsburg;Bundesliga;04/10/2002
E;Bélgica;19;DL;Johan Bakayoko;PSV Eindhoven;Eredivisie;20/04/2003
E;Bélgica;17;DL;Charles de Ketelaere;Atalanta;Serie A;10/03/2001
E;Bélgica;22;DL;Jérémy Doku;Manchester City;Premier League;27/05/2002
E;Bélgica;10;DL;Romelu Lukaku;AS Roma;Serie A;13/05/1993
E;Bélgica;14;DL;Dodi Lukebakio;Sevilla;La Liga;24/09/1997
E;Bélgica;20;DL;Loïs Openda;RB Leipzig;Bundesliga;16/02/2000
E;Bélgica;9;DL;Leandro Trossard;Arsenal;Premier League;04/12/1994
E;Eslovaquia;;PT;Martin Dúbravka;Newcastle United;Premier League;15/01/1988
E;Eslovaquia;;PT;Henrich Ravas;New England Revolution;MLS;16/08/1997
E;Eslovaquia;;PT;Marek Rodák;Fulham;Premier League;13/12/1996
E;Eslovaquia;;PT;Dominik Taká?;Spartak Trnava;Niké Liga;12/01/1999
E;Eslovaquia;;DF;Vernon de Marco;Hatta Club;UAE Pro League;18/11/1992
E;Eslovaquia;;DF;Norbert Gyömbér;US Salernitana;Serie A;03/07/1992
E;Eslovaquia;;DF;Dávid Hancko;Feyenoord;Eredivisie;13/12/1997
E;Eslovaquia;;DF;Matúš Kme?;AS Tren?ín;Niké Liga;27/06/2000
E;Eslovaquia;;DF;Sebastian Kóša;Spartak Trnava;Niké Liga;13/09/2003
E;Eslovaquia;;DF;Adam Obert;Cagliari;Serie A;23/08/2002
E;Eslovaquia;;DF;Peter Pekarík;Hertha BSC;Bundesliga;30/10/1986
E;Eslovaquia;;DF;Milan Škriniar;Paris Saint-Germain;Ligue 1;11/02/1995
E;Eslovaquia;;DF;Michal Tomi?;SK Slavia Praha;Fortuna Liga;30/03/1999
E;Eslovaquia;;DF;Denis Vavro;FC København;Superligaen;10/04/1996
E;Eslovaquia;;MC;László Bénes;Hamburg SV;2. Bundesliga;09/09/1997
E;Eslovaquia;;MC;Matúš Bero;VfL Bochum;Bundesliga;06/09/1995
E;Eslovaquia;;MC;Ondrej Duda;Hellas Verona;Serie A;05/12/1994
E;Eslovaquia;;MC;Patrik Hrošovský;Genk;Jupiler Pro League;22/04/1992
E;Eslovaquia;;MC;Dominik Hollý;FK Jablonec;Fortuna Liga;11/11/2003
E;Eslovaquia;;MC;Jakub Kadák;FC Luzern;Swiss Super League;14/12/2000
E;Eslovaquia;;MC;Juraj Kucka;SK Slovan Bratislava;Niké Liga;26/02/1987
E;Eslovaquia;;MC;Stanislav Lobotka;Napoli;Serie A;25/11/1994
E;Eslovaquia;;MC;Tomáš Rigo;Baník Ostrava;Fortuna Liga;03/07/2002
E;Eslovaquia;;DL;Róbert Boženík;Boavista;Primeira Liga;18/11/2000
E;Eslovaquia;;DL;Dávid ?uriš;Ascoli Calcio;Serie B;22/03/1999
E;Eslovaquia;;DL;Lukáš Haraslín;Sparta Praha;Fortuna Liga;26/05/1996
E;Eslovaquia;;DL;Róbert Polievka;Dukla Banská Bystrica;Niké Liga;09/06/1996
E;Eslovaquia;;DL;Leo Sauer;Feyenoord;Eredivisie;16/12/2005
E;Eslovaquia;;DL;Ivan Schranz;SK Slavia Praha;Fortuna Liga;13/09/1993
E;Eslovaquia;;DL;David Strelec;SK Slovan Bratislava;Niké Liga;04/04/2001
E;Eslovaquia;;DL;Tomáš Suslov;Hellas Verona;Serie A;07/06/2002
E;Eslovaquia;;DL;?ubomír Tupta;Slovan Liberec;Fortuna Liga;27/03/1998
E;Rumanía;;PT;?tefan Târnovanu;FC Steaua Bucure?ti;Liga I;09/05/2000
E;Rumanía;;PT;Florin Ni??;Gaziantep;Süper Lig;03/07/1987
E;Rumanía;;PT;R?zvan Sava;Cluj;Liga I;28/05/1997
E;Rumanía;;PT;Hora?iu Moldovan;Atlético Madrid;La Liga;20/01/1998
E;Rumanía;;DF;Nicu?or Bancu;Universitatea Craiova;Liga I;18/09/1992
E;Rumanía;;DF;Andrei Burc?;Al-Okhdood;Saudi Pro League;15/04/1993
E;Rumanía;;DF;Radu Dr?gu?in;Tottenham Hotspur;Premier League;03/02/2002
E;Rumanía;;DF;Vasile Mogo?;Cluj;Liga I;31/10/1992
E;Rumanía;;DF;Ionu? Nedelcearu;Palermo;Serie B;25/04/1996
E;Rumanía;;DF;Bogdan Racovi?an;Raków Cz?stochowa;Ekstraklasa;06/06/2000
E;Rumanía;;DF;Andrei Ra?iu;Rayo Vallecano;La Liga;20/06/1998
E;Rumanía;;DF;Adrián Rus;Pafos FC;Protathlima Cyta;18/03/1996
E;Rumanía;;MC;Alexandru Cicâld?u;Konyaspor;Süper Lig;08/07/1997
E;Rumanía;;MC;Florinel Coman;FC Steaua Bucure?ti;Liga I;10/04/1998
E;Rumanía;;MC;Constantin Grameni;Farul Constanta;Liga I;23/10/2002
E;Rumanía;;MC;Ianis Hagi;Deportivo Alavés;La Liga;22/10/1998
E;Rumanía;;MC;Dennis Man;Parma Calcio;Serie B;26/08/1998
E;Rumanía;;MC;Marius Marin;Pisa SC;Serie B;30/08/1998
E;Rumanía;;MC;R?zvan Marin;Empoli;Serie A;23/05/1996
E;Rumanía;;MC;Valentin Mih?il?;Parma Calcio;Serie B;02/02/2000
E;Rumanía;;MC;Darius Olaru;FC Steaua Bucure?ti;Liga I;03/03/1998
E;Rumanía;;MC;Deian Sorescu;Gaziantep;Süper Lig;29/08/1997
E;Rumanía;;MC;Nicolae Stanciu;Wuhan Three Towns;Chinese Super League;07/05/1993
E;Rumanía;;MC;Adrian ?ut;Gaziantep;Süper Lig;30/01/1900
E;Rumanía;;DL;Denis Alibec;Muaither SC;Qatar Stars League;05/01/1991
E;Rumanía;;DL;Daniel Bîrligea;Cluj;Liga I;19/04/2000
E;Rumanía;;DL;Denis Dr?gu?;Gaziantep;Süper Lig;06/07/1999
E;Rumanía;;DL;George Pu?ca?;Bari;Serie B;08/04/1996
E;Ucrania;1;PT;Heorhii Bushchan;Dynamo Kyiv;Ukraïns?ka Prem'yer-liha;31/05/1994
E;Ucrania;23;PT;Andrii Lunin;Real Madrid;La Liga;11/02/1999
E;Ucrania;12;PT;Anatolii Trubin;Benfica;Primeira Liga;01/08/2001
E;Ucrania;19;DF;Valerii Bondar;Shajtar Donetsk;Ukraïns?ka Prem'yer-liha;27/02/1999
E;Ucrania;2;DF;Yukhym Konoplia;Shajtar Donetsk;Ukraïns?ka Prem'yer-liha;26/08/1999
E;Ucrania;22;DF;Mykola Matviienko;Shajtar Donetsk;Ukraïns?ka Prem'yer-liha;02/05/1996
E;Ucrania;3;DF;Bohdan Mykhailichenko;Polissya Zhytomyr;Ukraïns?ka Prem'yer-liha;21/03/1997
E;Ucrania;16;DF;Vitalii Mykolenko;Everton;Premier League;29/05/1999
E;Ucrania;26;DF;Oleksandr Svatok;SC Dnipro-1;Ukraïns?ka Prem'yer-liha;27/09/1994
E;Ucrania;4;DF;Maksym Talovierov;LASK Linz;Austrian Bundesliga;28/06/2000
E;Ucrania;25;DF;Oleksandr Tymchyk;Dynamo Kyiv;Ukraïns?ka Prem'yer-liha;20/01/1997
E;Ucrania;13;DF;Illia Zabarnyi;Bournemouth;Premier League;01/09/2002
E;Ucrania;14;MC;Volodymyr Brazhko;Dynamo Kyiv;Ukraïns?ka Prem'yer-liha;23/01/2002
E;Ucrania;8;MC;Ruslan Malinovskyi;Genoa;Serie A;04/05/1993
E;Ucrania;10;MC;Mykhailo Mudryk;Chelsea;Premier League;05/01/2001
E;Ucrania;18;MC;Mykola Shaparenko;Dynamo Kyiv;Ukraïns?ka Prem'yer-liha;04/10/1998
E;Ucrania;6;MC;Taras Stepanenko;Shajtar Donetsk;Ukraïns?ka Prem'yer-liha;08/08/1989
E;Ucrania;21;MC;Heorhii Sudakov;Shajtar Donetsk;Ukraïns?ka Prem'yer-liha;01/09/2002
E;Ucrania;5;MC;Serhii Sydorchuk;KVC Westerlo;Jupiler Pro League;02/05/1991
E;Ucrania;15;MC;Victor Tsyhankov;Girona;La Liga;15/11/1997
E;Ucrania;7;MC;Andrii Yarmolenko;Dynamo Kyiv;Ukraïns?ka Prem'yer-liha;23/10/1989
E;Ucrania;17;MC;Oleksandr Zinchenko;Arsenal;Premier League;15/12/1996
E;Ucrania;20;MC;Oleksandr Zubkov;Shajtar Donetsk;Ukraïns?ka Prem'yer-liha;03/08/1996
E;Ucrania;11;DL;Artem Dovbyk;Girona;La Liga;21/06/1997
E;Ucrania;24;DL;Vladyslav Vanat;Dynamo Kyiv;Ukraïns?ka Prem'yer-liha;04/01/2002
E;Ucrania;9;DL;Roman Yaremchuk;Valencia;La Liga;27/11/1995
F;Portugal;;PT;Diogo Costa;FC Porto;Primeira Liga;19/09/1999
F;Portugal;;PT;Rui Patrício;AS Roma;Serie A;15/02/1988
F;Portugal;;PT;José Sá;Wolverhampton Wanderers;Premier League;17/01/1993
F;Portugal;;DF;João Cancelo;FC Barcelona;La Liga;27/05/1994
F;Portugal;;DF;Diogo Dalot;Manchester United;Premier League;18/03/1999
F;Portugal;;DF;Rúben Dias;Manchester City;Premier League;14/05/1997
F;Portugal;;DF;Gonçalo Inácio;Sporting CP;Primeira Liga;25/08/2001
F;Portugal;;DF;Nuno Mendes;Paris Saint-Germain;Ligue 1;19/06/2002
F;Portugal;;DF;Pepe;FC Porto;Primeira Liga;26/02/1983
F;Portugal;;DF;Danilo Pereira;Paris Saint-Germain;Ligue 1;09/09/1991
F;Portugal;;DF;Nélson Semedo;Wolverhampton Wanderers;Premier League;16/11/1993
F;Portugal;;DF;António Silva;SL Benfica;Primeira Liga;30/10/2003
F;Portugal;;MC;Bruno Fernandes;Manchester United;Premier League;08/09/1994
F;Portugal;;MC;João Neves;SL Benfica;Primeira Liga;27/09/2004
F;Portugal;;MC;Rúben Neves;Al-Hilal;Saudi Pro League;13/03/1997
F;Portugal;;MC;Matheus Nunes;Manchester City;Premier League;27/08/1998
F;Portugal;;MC;João Palhinha;Fulham;Premier League;09/07/1995
F;Portugal;;MC;Bernardo Silva;Manchester City;Premier League;10/08/1994
F;Portugal;;MC;Vitinha;Paris Saint-Germain;Ligue 1;13/02/2000
F;Portugal;;DL;Francisco Conceição;FC Porto;Primeira Liga;14/12/2002
F;Portugal;;DL;João Félix;FC Barcelona;La Liga;10/11/1999
F;Portugal;;DL;Diogo Jota;Liverpool;Premier League;04/12/1996
F;Portugal;;DL;Rafael Leão;AC Milan;Serie A;10/06/1999
F;Portugal;;DL;Pedro Neto;Wolverhampton Wanderers;Premier League;09/03/2000
F;Portugal;;DL;Gonçalo Ramos;Paris Saint-Germain;Ligue 1;20/06/2001
F;Portugal;;DL;Cristiano Ronaldo;Al-Nassr;Saudi Pro League;05/02/1985
F;Chequia;;PT;Vít?zslav Jaroš;SK Sturm Graz;Austrian Bundesliga;23/07/2001
F;Chequia;;PT;Mat?j Ková?;Bayer 04 Leverkusen;Bundesliga;17/05/2000
F;Chequia;;PT;Jind?ich Stan?k;SK Slavia Praha;Fortuna Liga;27/04/1996
F;Chequia;;DF;Vladimír Coufal;West Ham United;Premier League;22/08/1992
F;Chequia;;DF;Tomáš Holeš;SK Slavia Praha;Fortuna Liga;31/03/1993
F;Chequia;;DF;Robin Hraná?;FC Viktoria Plze?;Fortuna Liga;29/01/2000
F;Chequia;;DF;David Jurásek;TSG 1899 Hoffenheim;Bundesliga;07/08/2000
F;Chequia;;DF;Ladislav Krej?í;AC Sparta Praha;Fortuna Liga;20/04/1999
F;Chequia;;DF;Martin Vitík;AC Sparta Praha;Fortuna Liga;21/01/2003
F;Chequia;;DF;Tomáš Vl?ek;SK Slavia Praha;Fortuna Liga;28/02/2001
F;Chequia;;DF;David Zima;SK Slavia Praha;Fortuna Liga;08/11/2000
F;Chequia;;MC;Antonín Barák;Fiorentina;Serie A;03/12/1994
F;Chequia;;MC;Václav ?erný;Wolfsburg;Bundesliga;17/10/1997
F;Chequia;;MC;Lukáš ?erv;FC Viktoria Plze?;Fortuna Liga;10/04/2001
F;Chequia;;MC;David Doud?ra;SK Slavia Praha;Fortuna Liga;31/05/1998
F;Chequia;;MC;Mat?j Jurásek;SK Slavia Praha;Fortuna Liga;30/08/2003
F;Chequia;;MC;Ond?ej Lingr;Feyenoord;Erediviese;07/10/1998
F;Chequia;;MC;Lukáš Provod;SK Slavia Praha;Fortuna Liga;23/10/1996
F;Chequia;;MC;Michal Sadílek;Twente Enschede;Erediviese;31/05/1999
F;Chequia;;MC;Tomáš Sou?ek;West Ham United;Premier League;27/02/1995
F;Chequia;;MC;Pavel Sulc;FC Viktoria Plze?;Fortuna Liga;29/12/2000
F;Chequia;;DL;Tomáš Chorý;FC Viktoria Plze?;Fortuna Liga;26/01/1995
F;Chequia;;DL;Mojmír Chytil;SK Slavia Praha;Fortuna Liga;29/04/1999
F;Chequia;;DL;Adam Hložek;Bayer 04 Leverkusen;Bundesliga;25/07/2002
F;Chequia;;DL;Jan Kuchta;AC Sparta Praha;Fortuna Liga;08/01/1997
F;Chequia;;DL;Patrik Schick;Bayer 04 Leverkusen;Bundesliga;24/01/1996
F;Turquía;;PT;Do?an Alemdar;ES Troyes AC;Ligue 2;29/10/2002
F;Turquía;;PT;Altay Bay?nd?r;Manchester United;Premier League;14/04/1998
F;Turquía;;PT;U?urcan Çak?r;Trabzonspor;Süper Lig;05/04/1996
F;Turquía;;PT;Mert Günok;Be?ikta?;Süper Lig;01/03/1989
F;Turquía;;DF;Samet Akaydin;Panathinaikos;Super League Greece;13/03/1994
F;Turquía;;DF;Abdülkerim Bardakc?;Galatasaray;Süper Lig;07/09/1994
F;Turquía;;DF;Zeki Çelik;AS Roma;Serie A;17/02/1997
F;Turquía;;DF;Merih Demiral;Al-Ahli;Saudi Pro League;05/03/1998
F;Turquía;;DF;Ozan Kabak;TSG 1899 Hoffenheim;Bundesliga;25/03/2000
F;Turquía;;DF;Ferdi Kad?o?lu;Fenerbahçe;Süper Lig;07/10/1999
F;Turquía;;DF;Ahmetcan Kaplan;Ajax;Erediviese;16/01/2003
F;Turquía;;DF;Mert Müldür;Fenerbahçe;Süper Lig;03/04/1999
F;Turquía;;DF;Cenk Özkacar;Valencia CF;La Liga;06/10/2000
F;Turquía;;MC;Kaan Ayhan;Galatasaray;Süper Lig;10/11/1994
F;Turquía;;MC;Hakan Çalhano?lu;Inter Milan;Serie A;08/02/1994
F;Turquía;;MC;Arda Güler;Real Madrid;La Liga;25/02/2005
F;Turquía;;MC;Orkun Kökçü;SL Benfica;Primeira Liga;29/12/2000
F;Turquía;;MC;Abdülkadir Ömür;Hull City;Championship;25/06/1999
F;Turquía;;MC;Salih Özcan;Borussia Dortmund;Bundesliga;11/01/1998
F;Turquía;;MC;Berat Özdemir;Trabzonspor;Süper Lig;23/05/1998
F;Turquía;;MC;Can Uzun;1.FC Nürnberg;2. Bundesliga;11/11/2005
F;Turquía;;MC;Okay Yoku?lu;West Bromwich Albion;Championship;09/03/1994
F;Turquía;;MC;?smail Yüksek;Fenerbahçe;Süper Lig;26/01/1999
F;Turquía;;DL;Yunus Akgün;Leicester City;Championship;07/07/2000
F;Turquía;;DL;Kerem Aktürko?lu;Galatasaray;Süper Lig;21/10/1998
F;Turquía;;DL;O?uz Ayd?n;Alanyaspor;Süper Lig;27/10/2000
F;Turquía;;DL;?rfan Can Kahveci;Fenerbahçe;Süper Lig;15/07/1995
F;Turquía;;DL;Semih K?l?çsoy;Be?ikta?;Süper Lig;15/08/2005
F;Turquía;;DL;Cenk Tosun;Be?ikta?;Süper Lig;07/06/1991
F;Turquía;;DL;Yusuf Yaz?c?;LOSC Lille;Ligue 1;29/01/1997
F;Turquía;;DL;Kenan Y?ld?z;Juventus;Serie A;04/05/2005
F;Turquía;;DL;Bar?? Alper Y?lmaz;Galatasaray;Süper Lig;23/05/2000
F;Georgia;23;PT;Luka Gugeshashvili;Qaraba?;Az?rbaycan Premyer Liqas?;29/10/1998
F;Georgia;1;PT;Giorgi Loria;Dinamo Tbilisi;Erovnuli Liga;27/01/1986
F;Georgia;12;PT;Giorgi Mamardashvili;Valencia CF;La Liga;29/09/2000
F;Georgia;3;DF;Lasha Dvali;APOEL Nicosia;Protathlima Cyta;14/05/1995
F;Georgia;13;DF;Giorgi Gocholeishvili;Shajtar Donetsk;Ukraïns?ka Prem'yer-liha;14/02/2001
F;Georgia;15;DF;Giorgi Gvelesiani;Persepolis FC;Persian Gulf Pro League;05/05/1991
F;Georgia;2;DF;Otar Kakabadze;MKS Cracovia;Ekstraklasa;27/06/1995
F;Georgia;4;DF;Guram Kashia;SK Slovan Bratislava;Niké Liga;04/07/1987
F;Georgia;5;DF;Solomon Kvirkvelia;Al-Okhdood Club;Saudi Pro League;06/02/1992
F;Georgia;14;DF;Luka Lochoshvili;US Cremonese;Serie B;29/05/1998
F;Georgia;24;DF;Jemal Tabidze;Panetolikos;Super League Greece;18/03/1996
F;Georgia;25;MC;Sandro Altunashvili;Wolfsberger;Austrian Bundesliga;14/01/1997
F;Georgia;10;MC;Giorgi Chakvetadze;Watford;Championship;29/08/1999
F;Georgia;17;MC;Otar Kiteishvili;Sturm Graz;Austrian Bundesliga;26/03/1996
F;Georgia;6;MC;Giorgi Kochorashvili;Levante UD;LaLiga 2;29/06/1999
F;Georgia;16;MC;Nika Kvekveskiri;Lech Pozna?;Ekstraklasa;29/05/1992
F;Georgia;26;MC;Anzor Mekvabishvili;Universitatea Craiova;Liga I;05/06/2001
F;Georgia;20;MC;Gabriel Sigua;FC Basel;Swiss Super League;30/06/2005
F;Georgia;9;DL;Zuriko Davitashvili;Girondins Bordeaux;Ligue 2;15/02/2001
F;Georgia;7;DL;Khvicha Kvaratskhelia;Napoli;Serie A;12/02/2001
F;Georgia;11;DL;Giorgi Kvilitaia;APOEL Nicosia;Protathlima Cyta;01/10/1993
